rxn	LB	UB
MMRN_Protein_pool	0	1000
MMRN_Nucleotide_pool	0	1000
MMRN_glycogen	0	1000
MMRN_Biomass	0	1000
cofactors_vitamins	0	1000
HMR_biomass_Renalcancer(with ATP)	0	1000
HMR_6396	0	64.625
HMR_3526	0	55
HMR_3527	0	519.625
HMR_3278	0	621.0
HMR_3288	0	595.875
HMR_3293	0	938.875
HMR_3294	0	739.375
HMR_3296	0	243.125
HMR_3298	-329.875	329.875
HMR_3301	0	1094.0
HMR_3302	0	187.375
HMR_3306	0	1094.0
HMR_3307	0	187.375
HMR_3311	0	1094.0
HMR_3312	0	187.375
HMR_3316	0	517.25
HMR_3317	0	187.375
HMR_3320	0	89.125
HMR_3321	0	1094.0
HMR_3322	0	243.125
HMR_3323	-517.25	517.25
HMR_3107	0	739.375
HMR_3108	0	375.25
HMR_3109	0	621.0
HMR_3110	0	938.875
HMR_3111	0	739.375
HMR_3112	0	375.25
HMR_3113	0	621.0
HMR_3114	0	938.875
HMR_3115	0	739.375
HMR_3116	0	375.25
HMR_3117	0	621.0
HMR_3118	0	938.875
HMR_3121	0	739.375
HMR_3122	0	375.25
HMR_3123	0	621.0
HMR_3125	0	938.875
HMR_3128	0	739.375
HMR_3129	0	375.25
HMR_3130	0	621.0
HMR_3132	0	938.875
HMR_3135	0	739.375
HMR_3136	0	375.25
HMR_3137	0	621.0
HMR_3139	0	938.875
HMR_3142	0	385.75
HMR_3143	0	375.25
HMR_3144	0	621.0
HMR_3146	0	938.875
HMR_3149	0	385.75
HMR_3150	0	375.25
HMR_3151	0	621.0
HMR_3153	0	938.875
HMR_3156	0	150.125
HMR_3157	0	375.25
HMR_3158	0	621.0
HMR_3160	0	938.875
HMR_3398	0	2350.875
HMR_3406	0	2350.875
HMR_3407	0	2350.875
HMR_3408	0	2350.875
HMR_3409	0	2350.875
HMR_3411	0	2350.875
HMR_3413	0	2350.875
HMR_3414	0	2350.875
HMR_3416	0	2350.875
HMR_3421	0	2350.875
HMR_3422	0	2350.875
HMR_3423	0	2350.875
HMR_3424	0	2350.875
HMR_3425	0	2350.875
HMR_3426	0	2350.875
HMR_9719	0	2350.875
HMR_3427	0	2350.875
HMR_3428	0	2350.875
HMR_3429	0	2350.875
HMR_3430	0	2350.875
HMR_3431	0	2350.875
HMR_3432	0	2350.875
HMR_3433	0	2350.875
HMR_3057	0	1094.0
HMR_3058	0	187.375
HMR_3059	0	482.375
HMR_3060	0	89.125
HMR_3062	0	1094.0
HMR_3063	0	187.375
HMR_3064	0	482.375
HMR_3065	0	89.125
HMR_3066	0	1094.0
HMR_3067	0	187.375
HMR_3068	0	482.375
HMR_3069	0	89.125
HMR_3070	0	1094.0
HMR_3071	0	187.375
HMR_3072	0	482.375
HMR_3073	0	89.125
HMR_3074	0	1094.0
HMR_3075	0	187.375
HMR_3076	0	482.375
HMR_3077	0	89.125
HMR_3078	0	1094.0
HMR_3079	0	187.375
HMR_3080	0	482.375
HMR_3081	0	89.125
HMR_3082	0	1094.0
HMR_3083	0	187.375
HMR_3084	0	482.375
HMR_3085	0	89.125
HMR_3086	0	1094.0
HMR_3087	0	187.375
HMR_3088	0	482.375
HMR_3089	0	89.125
HMR_3090	0	1094.0
HMR_3091	0	187.375
HMR_3092	0	482.375
HMR_3093	0	89.125
HMR_3094	0	1094.0
HMR_3095	0	187.375
HMR_3096	0	482.375
HMR_3097	0	89.125
HMR_3098	0	1094.0
HMR_3099	0	187.375
HMR_3100	0	482.375
HMR_3101	0	89.125
HMR_3102	0	1094.0
HMR_3103	0	187.375
HMR_3104	0	482.375
HMR_3170	0	739.375
HMR_3171	0	375.25
HMR_3172	0	621.0
HMR_3173	0	938.875
HMR_3174	0	739.375
HMR_3175	0	375.25
HMR_3176	0	621.0
HMR_3177	0	938.875
HMR_3178	0	739.375
HMR_3179	0	375.25
HMR_3180	0	621.0
HMR_3181	0	938.875
HMR_3182	0	739.375
HMR_3183	0	375.25
HMR_3184	0	621.0
HMR_3185	0	938.875
HMR_3186	0	739.375
HMR_3187	0	375.25
HMR_3188	0	621.0
HMR_3189	0	938.875
HMR_3190	0	385.75
HMR_3191	0	375.25
HMR_3192	0	621.0
HMR_3193	0	938.875
HMR_3194	0	385.75
HMR_3195	0	375.25
HMR_3196	0	621.0
HMR_3197	0	938.875
HMR_3198	0	385.75
HMR_3199	0	375.25
HMR_3200	0	621.0
HMR_3201	0	938.875
HMR_3202	0	150.125
HMR_3203	0	375.25
HMR_3204	0	621.0
HMR_3205	0	938.875
HMR_3480	-931.125	931.125
HMR_3482	-931.125	931.125
HMR_3484	0	1448.25
HMR_3486	0	211
HMR_3488	0	1448.25
HMR_3489	-1609.75	1609.75
HMR_3491	-55	55
HMR_3493	-931.125	931.125
HMR_3498	0	1094.0
HMR_3501	0	187.375
HMR_3505	0	89.125
HMR_3506	0	1094.0
HMR_3508	0	187.375
HMR_3511	0	55
HMR_3512	0	1094.0
HMR_3513	0	187.375
HMR_3240	0	739.375
HMR_3241	0	375.25
HMR_3242	0	621.0
HMR_3243	0	938.875
HMR_3244	0	739.375
HMR_3245	0	375.25
HMR_3246	0	621.0
HMR_3247	0	938.875
HMR_3254	0	621.0
HMR_3256	0	938.875
HMR_3258	0	739.375
HMR_3260	0	375.25
HMR_3262	0	621.0
HMR_3264	0	938.875
HMR_3272	-595.875	595.875
HMR_3356	0	1094.0
HMR_3357	0	187.375
HMR_3358	0	482.375
HMR_3359	0	89.125
HMR_3360	0	1094.0
HMR_3361	0	187.375
HMR_3362	0	482.375
HMR_3363	0	89.125
HMR_3218	0	739.375
HMR_3219	0	375.25
HMR_3220	0	621.0
HMR_3221	0	938.875
HMR_3222	0	739.375
HMR_3223	0	375.25
HMR_3224	0	621.0
HMR_3225	0	938.875
HMR_3226	0	739.375
HMR_3227	0	375.25
HMR_3228	0	621.0
HMR_3229	0	938.875
HMR_3230	0	739.375
HMR_3231	0	375.25
HMR_3232	0	621.0
HMR_3233	0	938.875
HMR_3234	0	739.375
HMR_3235	0	375.25
HMR_3236	0	621.0
HMR_3237	0	938.875
HMR_3239	-595.875	595.875
HMR_3326	0	1094.0
HMR_3327	0	187.375
HMR_3328	0	482.375
HMR_3329	0	89.125
HMR_3330	0	1094.0
HMR_3331	0	187.375
HMR_3332	0	482.375
HMR_3333	0	89.125
HMR_3334	0	1094.0
HMR_3335	0	187.375
HMR_3336	0	482.375
HMR_3337	0	89.125
HMR_3338	0	1094.0
HMR_3339	0	187.375
HMR_3340	0	482.375
HMR_3341	0	89.125
HMR_3342	0	1094.0
HMR_3343	0	187.375
HMR_3344	0	482.375
HMR_3345	0	89.125
HMR_3346	0	1094.0
HMR_3347	0	187.375
HMR_3348	0	482.375
HMR_3349	0	89.125
HMR_3350	0	1094.0
HMR_3351	0	187.375
HMR_3352	0	482.375
HMR_3353	0	89.125
HMR_3355	-517.25	517.25
HMR_3364	0	1094.0
HMR_3365	0	187.375
HMR_3367	0	482.375
HMR_3368	0	89.125
HMR_3369	0	1094.0
HMR_3370	0	187.375
HMR_3372	0	482.375
HMR_3373	0	89.125
HMR_3375	-517.25	517.25
13DAMPPOX	0	0.125
APAT2rm	-101.625	101.625
BAMPPALDOX	0	3555.75
NBAHH_ir	0	23.625
ABUTD	0	115.375
HMR_4079	0	3555.75
HMR_4078	0	1000
HMR_4347	0	132.25
HMR_4688	0	2599.0
HMR_4689	0	115.375
HMR_4735	0	375.25
HMR_7991	0	1000
HMR_7993	0	2599.0
HMR_1581	0	155.875
HMR_1589	0	109
HMR_1590	0	109
HMR_1595	0	89.25
HMR_1599	0	1195.0
HMR_1604	0	236.125
HMR_1605	0	236.125
HMR_1608	0	236.125
HMR_1609	0	236.125
HMR_1611	0	236.125
HMR_1614	0	236.125
HMR_1624	0	1301.625
HMR_1625	0	1301.625
HMR_1627	0	1301.625
HMR_1632	0	55
HMR_1635	0	55
HMR_1637	0	1094.0
HMR_1638	0	1094.0
HMR_1639	0	1094.0
HMR_1642	0	295
HMR_1646	0	482.375
HMR_1652	0	2744.0
HMR_1653	0	2744.0
HMR_1659	0	306.875
HMR_1660	0	10
HMR_1662	0	10
HMR_1663	0	10
HMR_1667	0	182.75
HMR_1673	0	89.25
HMR_1676	0	1195.0
HMR_1681	0	236.125
HMR_1682	0	236.125
HMR_1687	0	236.125
HMR_1689	0	236.125
HMR_1691	0	236.125
HMR_1692	0	2599.0
HMR_1693	0	236.125
HMR_1697	0	1301.625
HMR_1699	0	1301.625
HMR_1700	0	1301.625
HMR_1703	-55	55
HMR_1704	0	118.125
HMR_1706	0	295
HMR_1708	0	295
HMR_1710	0	2744.0
HMR_1716	0	253.375
HMR_1718	0	253.375
HMR_1762	0	236.125
HMR_1765	0	107.25
HMR_1766	0	217
HMR_1767	0	109
HMR_1768	0	89.25
HMR_1769	0	89.25
HMR_1781	0	0.625
HMR_1786	0	0.625
HMR_1790	0	236.125
HMR_1792	0	236.125
HMR_1796	0	236.125
HMR_1797	0	5589.5
HMR_1802	0	5589.5
HMR_1805	0	5589.5
HMR_1806	0	236.125
HMR_1807	-236.125	236.125
HMR_1813	0	2565.25
HMR_1830	0	155.875
HMR_1839	0	109
HMR_1841	0	182.75
HMR_1844	0	182.75
HMR_3799	0	253.375
HMR_3908	0	1039.125
HMR_3910	0	122
HMR_8063	0	1000
HMR_8064	0	1000
HMR_8065	0	122
HMR_1770	0	1000
HSD17B42x	0	295
HSD17B4x	0	295
P45027A12m	0	236.125
P45027A13m	0	236.125
P45027A15m	0	236.125
P45027A16m	0	236.125
r0301	0	8.125
r0630	-1000	1000
r0651	-1000	1000
r0688	-3555.75	3555.75
r0706	0	22.5
r0739	-2151.25	2151.25
r0743	0	295
r0744	0	295
RE1796R	-303.375	303.375
RE1804M	-236.125	236.125
RE1807M	-236.125	236.125
RE1827M	-236.125	236.125
RE1829M	-236.125	236.125
RE1830M	-236.125	236.125
RE1834C	0	83.875
RE1834M	-12.75	12.75
RE1835C	0	83.875
RE1836X	0	2654.875
RE2625M	-236.125	236.125
RE2626M	-236.125	236.125
RE2633R	-2519.0	2519.0
RE2649C	-83.875	83.875
RE2649M	0	12.75
RE3251M	0	236.125
RE3346C	-527.75	527.75
RE3346M	0	3028.0
HC02195te	0	297.5
HC02196te	0	297.5
r0698	0	1000
HMR_1848	0	1301.625
HMR_1862	0	370.875
HMR_1863	0	370.875
HMR_1864	0	370.875
HMR_1865	0	370.875
HMR_1866	0	370.875
HMR_1867	0	370.875
HMR_1868	0	302.625
HMR_1870	0	302.625
HMR_1872	0	304.25
HMR_1874	0	302.625
HMR_1875	-786.5	786.5
HMR_1876	-786.5	786.5
HMR_1877	-786.5	786.5
HMR_1879	-786.5	786.5
HMR_1896	0	259.625
HMR_4523	0	279.875
HMR_4539	-321.875	321.875
HMR_4540	-321.875	321.875
HMR_4541	-321.875	321.875
HMR_4542	-321.875	321.875
HMR_4543	-321.875	321.875
HMR_4544	-321.875	321.875
HMR_4817	-55.625	55.625
HMR_4818	-55.625	55.625
HMR_4833	-55.625	55.625
HMR_4834	-55.625	55.625
HMR_4835	-55.625	55.625
HMR_4836	-55.625	55.625
HMR_8538	0	321.875
HMR_7672	0	61.75
HMR_7673	0	61.75
HMR_8274	0	0.125
HMR_8277	0	2
HMR_8278	0	5.875
HMR_8279	0	2
HMR_8291	0	0.125
HMR_8305	0	5.875
HMR_8306	0	2
HMR_8316	0	12.125
HMR_8317	0	2
HMR_8318	0	84.75
HMR_8319	0	0.125
HMR_8325	0	3.875
HMR_8337	0	3.875
ST3GAL31g	0	36.75
HMR_1436	0	29.375
HMR_3163	0	865.75
HMR_4461	-194.5	194.5
HMR_4604	0	981.5
HMR_5351	-8.25	8.25
ITCOALm	-524.5	524.5
