rxn	LB	UB
NDP7g	0	3.07136968776
HMR_7358	0	3.51367536509
P5CR	0	2.86627420632
r1642	-1.0	1.0
r1643	-1.0	1.0
r1640	-1.0	1.0
r1641	-1.0	1.0
r1646	-1.0	1.0
r1647	-1.0	1.0
r1644	-1.0	1.0
r1645	-1.0	1.0
HMR_4141	-4.73117331219	4.73117331219
HMR_4143	0	4.70307440097
r1649	-1.0	1.0
HMR_4145	-3.80666248977	3.80666248977
HMR_4147	-5.96100533962	5.96100533962
METt4	0	6.50535689224
RE3167R	-3.33729357968	3.33729357968
HMR_8325	0	0.998528830111
CYOOm3i	0	1000
PYAM5POr	0	4.2666959467
HMR_5094	0	6.57984627302
HMR_5096	0	1000
ADRNCPT2	-4.60659773798	4.60659773798
HMR_4852	-3.45225255246	3.45225255246
HMR_4851	-4.12943588203	4.12943588203
HMR_4326	0	3.55125807624
HMR_4856	-5.15246548954	5.15246548954
HMR_4323	0	5.27884325671
HMR_4854	-4.12943588203	4.12943588203
M13N2Tg	0	3.24704670183
FAOXC163GC142m	0	1000
5FTHFt2	-0.826678573184	0.826678573184
HMR_3498	0	6.95668148832
PRO1xm	0	3.94849268521
HMR_3491	-3.98633503839	3.98633503839
RE3010C	-3.5953533961	3.5953533961
RE3010M	-1000	1000
HMR_5633	0	1.0498221245
DCSPTN1COAtxc	0	2.37157796448
RE3010X	-1000	1000
FAOXC182806m	0	5.83481073706
PHYHx	0	7.13988688785
FPGS2m	0	4.20041910861
HMR_3678	0	2.64920970108
HMR_3679	0	2.64920970108
HMR_3676	0	2.64920970108
HMR_3677	0	2.64920970108
C160CPT1	-5.14333300597	5.14333300597
HMR_3675	0	2.64920970108
HMR_3672	0	2.64920970108
HMR_3673	0	2.64920970108
HMR_3670	0	2.64920970108
HMR_3671	0	2.64920970108
FAOXC164m	0	4.46590811865
RE3310R	-9.40453167991	9.40453167991
TTDCRNt	-4.26869794937	4.26869794937
HMR_4149	0	4.47245478688
GCALDDm	0	7.82244472949
FERO	0	0.571428571429
TETTET6CPT1	-5.14333300597	5.14333300597
r0413	0	4.98066688417
r1648	-1.0	1.0
RE2913M	-7.37480813039	7.37480813039
HMR_7559	0	4.40322884232
HMR_7558	0	2.25878247034
HMR_7557	0	1000
HMR_7556	0	1000
HMR_7001	0	7.20912890714
HMR_6972	0	4.02789946281
HMR_6971	0	4.02789946281
HMR_5416	0	5.33409810383
HMR_1526	0	4.95482051499
HMR_6756	-7.34748377806	7.34748377806
HMR_6754	-0.538996500733	0.538996500733
HMR_6752	0	4.55987391107
HMR_6753	0	0.538996500733
HMR_6751	0	4.55987391107
STRDNCCPT2	-4.60659773798	4.60659773798
HMR_5956	0	3.98898404656
CAATPS	0	2.59738463321
HMR_2699	-5.14333300597	5.14333300597
HMR_2693	-5.14333300597	5.14333300597
HMR_2692	-4.60659773798	4.60659773798
HMR_2691	-5.78908604497	5.78908604497
HMR_2690	-5.14333300597	5.14333300597
HMR_2697	-4.60659773798	4.60659773798
HMR_2695	-5.78908604497	5.78908604497
HMR_0691	0	1000
HMR_5401	0	5.36263264848
HMR_0692	-1000	1000
HMR_5407	0	7.62301334513
HMR_5406	0	7.62301334513
ADNt	-4.47082213346	4.47082213346
HMR_9517	0	4.43081679884
HMR_9516	0	2.62880082945
HMR_8174	0	0.285714285714
HMR_8175	0	3.11033565629
HMR_8176	0	0.285714285714
HMR_8177	0	0.285714285714
HMR_8170	0	0.285714285714
HMR_8172	0	0.285714285714
HMR_8173	0	1.0
HMR_8178	0	3.11033565629
HMR_0347	0	3.62624388312
HMR_0346	0	5.4728707337
HMR_0345	-7.23551621276	7.23551621276
HMR_0344	0	9.2771709073
HMR_0343	0	3.62624388312
HMR_0342	0	5.4728707337
HMR_0340	0	9.2771709073
FPGS3m	0	4.20041910861
r1181	0	4.4014790606
r1183	0	4.4014790606
r1182	0	4.4014790606
r1186	0	4.32318613465
GTHS	0	3.55125807624
r1453	-3.94849268521	3.94849268521
r1451	0	6.94697599214
r1450	0	6.94697599214
HMR_6406	0	1.88273124743
HMR_8106	0	4.20041910861
34DHXMANDACOX_NADP_	-0.133531392625	0.133531392625
HMR_3809	-5.59151988753	5.59151988753
34DHXMANDACOX	0	5.36864268327
r0587	-2.34454929209	2.34454929209
r0584	-4.46096983701	4.46096983701
HMR_4324	0	5.2961722102
HMR_3802	-6.04703439826	6.04703439826
UCHOLt2	0	5.97235453704
